"rid";"_cities_rid";"_cltypes_rid";"name";"logo";"address";"phones";"skype";"icq";"url";"isloaded";"actual_days";"price_email";"price_url";"creadits_info";"delivery_info";"worktime_info";"descr";"contact_phones";"contact_email";"contact_person";"createdt";"active";"popularity"
60;8;5;"ЕвроТехника";"ЕвроТехника";"8132";"(044) 2470978";"";"";"http://www.evrotehnika.com.ua";true;1;"";"http://www.evrotehnika.com.ua";false;"Осуществляется доставка и установка техники по Киеву и области.";"Понедельник-Пятница с 9-30 до 20-00
Суббота-Воскресенья выходной";"Интернет-магазин бытовой, втраиваемой, аудио-, видео-, техники. Стиральные машины, холодильники, плиты, телевизоры. В нашем ассортименте более 3000 наименований товара! У нас Вы можете найти и купить последние новинки лидеров- производителей бытовой техники! Ассортимент нашего магазина постоянно обновляется.";"";"tehnoman@bigmir.net";"Олег";[2008/03/23:03:52:36 PM];true;0
61;1309;5;"Палитра";"Палитра";"214000";"+7(951) 6991983";"";"420927933";"http://www.my-cosmetic.net.ru";true;10;"";"http://www.my-cosmetic.net.ru/yandex.php";false;"Доставка по России и странам СНГ осуществляется Почтой России.";"круглосуточно, без выходных.";"Интернет магазин косметики  с доставкой по  всей России. Белорусская косметика.  Косметика для лица и косметика для тела, декоративная косметика. Косметика Белита, Витекс.";"";"info@my-cosmetic.net.ru";"Мария";[2008/03/24:08:33:21 AM];true;0
62;8;5;"Elfor";"Elfor";"1042";"8(044)537-2396";"elforcom";"327211419";"http://www.elfor.kiev.ua";true;14;"";"http://www.elfor.kiev.ua/yandex.php";false;"Доставка по Украине - по Киеву бесплатно";"Пн-Пятн с 9-00 до 19-00";"Лучшие акустические системы и мультимедиа, ноутбуки,мониторы и другая техника. Гарантия и доставка";"8(044)537-2396";"sergey.leshuk@folgat.com";"Сергей Лещук";[2008/03/24:03:16:15 PM];true;0
63;8;5;"Экспедиция";"Экспедиция";"2091";"8(044)232-78-28";"";"488228928";"http://www.expedition.com.ua";true;3;"";"http://www.expedition.com.ua/xml.yml.php";false;"1. Доставка курьером (по Киеву)
Доставка осуществляется курьером в течение 1-2-х дней, в удобное для Вас время.
2. Транспортной компанией (САТ, Автолюкс, Гюнсел)
Стоимость доставки - бесплатно, при стоимости заказа более 200 грн, при меньшей сумме заказа стоимость доставки - 20 грн.
3. Почтой.Наложенным платежом.
Стоимость доставки - бесплатно, при стоимости заказа более 200 грн, при меньшей сумме заказа стоимость доставки - 20 грн.";"ежедневно с 9 до 21.00";"Магазин «Экспедиция» восполняет недостаток радости, находит неожиданные образы,  предлагает веселые и практичные подарки. Также разнообразный и широкий выбор товаров для путешествий, активного отдыха и приключений.";"8(044)232-78-28";"igor@expedition.com.ua";"Игорь";[2008/03/31:02:55:42 PM];true;0
64;8;5;"Fishery.com.ua";"Fishery.com.ua";"1001";"5995540";"";"";"http://www.fishery.com.ua";true;7;"";"http://fishery.com.ua/market.php";false;"Доставка:
Доставка по Киеву осуществляется на следующий рабочий день или в этот же день если заказ был сделан до 12:00. Стоимость доставки при заказе до 120 грн. составляет 25 грн. При заказе на сумму свыше 120 грн.  доставка бесплатна.
Доставка по Днепропетровску оговаривается индивидуально с заказчиком.
Доставка по Украине осуществляется при сумме заказа от 150 грн. через компании


Если у вас есть любые вопросы, пожалуйста, свяжитесь с нашим отделом обслуживания.
Тел.: 8(044) 599 55 40, 8(063) 178 82 40,";"с  9 до  18";"Интернет магазин рыболовных товаров \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рыболов\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\"",занимается реализацией  товаров для рыбной ловли таких известных марок как Salmo,Balzer,Shimano,Кизляр,Lucky John, Vision, Cobra, Kamasan, Mepps, Norfin и другие.Весь товар обеспечивается гарантией производителя.
В нашем магазине действуют следующие скидки.
При покупке:
от 2 000 - 1 %, 
от 5 000 - 2%, 
от 10 000 - 3%

 Если у вас есть любые вопросы, по нашему асортименту, оплате или доставке то свяжит";"5995540";"fisheryadmin@gmail.com";"Alexandr";[2008/03/31:03:55:54 PM];true;0
65;8;5;"Need.com.ua";"Need.com.ua";"2121";"80663505260";"";"487569497";"http://www.need.com.ua";true;1;"";"http://need.com.ua/index.php?show_price=yes";false;"1. По городу Киеву и Киевской обл.
Стоимость доставки по Киеву - 30.00 грн. 
По Киевской области - 30.00 грн. +1 грн. за км. от черты города по показанию счетчика. 
Доставка осуществляется только по точному адресу. Время доставки оговаривается индивидуально. Сроки доставки товара - от 1 до 3 дней. 

2. В другие города Украины (областные и районные центры) доставка осуществляется только Укрпочтой или Автолюксом. Стоимость доставки составляет 30.00 грн. Сроки доставки товара - от 3 до 7 дней.";"Пн. - Пт. 
с 10:00-19:00";"Интернет-магазин пуховых одеял и подушек по оптовым ценам.";"80663505260";"need2007@mail.ru";"Виталий";[2008/03/31:04:18:23 PM];true;0
66;8;5;"Pont.com.ua";"Pont.com.ua";"1010";"8(068)124-72-31";"";"";"http://www.pont.com.ua";true;1;"";"http://www.pont.com.ua/market_yand.php";false;"Доставка по Украине бесплатно.
По Киеву - курьером, по Украине - курьерской службой на склад в городе заказчика.";"Круглосуточно.";"Гламурные часы и копии часов элитных швейцарских марок. Скидки. Гарантия на часы от 6 мес. Регулярное обновление ассортимента копий часов. Доставка по Украине бесплатно.";"8(068)124-72-31";"golpan@ukr.net";"Огнев Виталий";[2008/03/31:05:02:37 PM];true;0
67;8;5;"BedShop";"BedShop";"4112";"8-067-506-00-83";"";"";"http://www.bedshop.ua/";true;14;"";"";false;"1. Курьерской службой по Киеву. Доставка с понедельника по субботу с 11-00 до 20-00. Доставка бесплатно 

2. По почте наложенным платежом - для жителей всех регионов Украины. Срок доставки от 4-х до 7-и календарных дней. Стоимость доставки составляет 5% от стоимости заказа.";"С понедельника по субботу с 11-00 до 20-00!";"Первый в Украине интернет-магазин постельного белья 
Постельное белье 7 торговых марок, подушки, одеяла
Бесплатная доставка по Киеву
Оперативная доставка по Украине
Накопительная система скидок
Специальные скидки для корпоративных заказов";"8-096-649-64-09";"info@bedshop.com.ua";"Irina";[2008/03/31:09:58:37 PM];true;0
68;8;5;"Ваш текстиль";"Ваш текстиль";"2002";"8(044)2191646";"";"356881767";"http://shop.vashtextil.com.ua";false;1;"";"";false;"По Киеву 20 грн, сумма заказа больше 400 грн достака бесплатна.";"10.00-18.00";"Интернет-магазин “Ваш текстиль” предлагает широкий ассортимент текстильных товар лучшего качества и дизайна. Весь товар находится в красивой упаковке и имеет подарочный вид.  Ваш заказ будет у вас уже на следующий день после оформления покупки.";"219-16-46";"shop@vashtextil.com.ua";"Юра";[2008/04/01:04:43:26 PM];true;0
69;8;5;"A-trade";"A-trade";"4080";"(044)230-87-29";"";"";"http://www.a-trade.com.ua";true;3;"";"http://a-trade.com.ua/yandex/index.php";false;"По Киеву 10 грн. до подъезда, по Украине курьерскими службами";"с 10 до 19";"Продажа бытовой, аудио-видео техники,систем кондиционирования и отопления , ноутбуков, мониторов, парфюмерии, солнцезащитных очков, цифровых фотоаппаратов, кулеров , швейных машинок, оптических систем, ротанговой мебели и т.д.";"(044)230-87-29";"sale@a-trade.com.ua";"Сергей";[2008/04/01:04:52:15 PM];true;0
70;1178;5;"EXPARK";"EXPARK";"127000";"(495) 645-16-06";"";"";"http://www.expark.ru/";true;14;"";"http://www.expark.ru/yandex.php";false;"Стоимость доставки по Москве 200 руб.";"Пн.-птн. с 10-00 до 19-00";"Здесь Вы найдете именно то, что нужно для настоящего праздника, для того, чтобы сделать счастливыми ваших юбиляров, именинников, молодоженов, коллег по работе, просто друзей или родственников. Мы предлагаем широкий выбор подарков на любой случай жизни, по любому поводу, для любого типа людей.";"(495) 645-16-06";"admin@expark.ru";"Денис";[2008/04/02:03:49:51 PM];true;0
71;10;4;"Ариста";"Ариста";"83050";"+38 062 3341237";"";"";"http://www.arista.ua";true;14;"";"";false;"по Украине";"9.00-18.00";"ООО «Торгово-промышленное объединение «Ариста» - стабильно развивающаяся компания, имеющая многолетний опыт поставок химической продукции, сырья и товаров технического назначения на предприятия производственной и оптово-розничной сферы.";"";"advance@zveno.com.ua";"Стус В.";[2008/04/03:03:25:35 PM];true;0
72;8;4;"Альхим";"Альхим";"8132";"+38 044 98 7-37-01";"";"";"http://www.alhim.com.ua";true;14;"";"";false;"по Украине";"9.00-18.00";"ООО «Альхим» - динамично развивающаяся компания, основным направлением деятельности которой на сегодняшний день является снабжение производств, предприятий и оптово-розничных фирм товарами промышленной химии.

Нашими партнерами являются ведущие украинские и зарубежные производители.";"";"si_stoos@list.ru";"Савченко А.";[2008/04/03:03:28:59 PM];true;0
73;8;5;"Интернет-магазин сейфов.";"Интернет-магазин сейфов.";"4074";"8067.449.07.06 209.93.72";"";"311922";"http://www.prosafe.com.ua/";false;1;"";"";false;"платная.";"пон-пятн с 9.00 до 19.00, суббота с 9.00 до 15.00, воскресенье выходной.";"Интернет-магазин по продаже сейфов и металлической мебели. Сейфы: банковские, встраиваемые в пол, встраиваемые в стену, гостиничные, офисные, несгоремые, оружейные, взломостойкие, огневзломостойкие, дата-сейфы (для магнитных носителей), темпо-кассы (депозитные сейфы), мебельные, стеллажи архивные, шкафы архивные, шкафы архивные бронированные, шкафы для переодевания, шкафы файловые, шкафы для сумок.";"";"kosh222@volicable.com";"Ольга";[2008/04/04:06:57:37 PM];true;0
74;8;4;"KVtrade";"KVtrade";"4111";"233-09-33";"";"337567054";"http://www.kvtrade.com.ua";true;3;"";"http://kvtrade.com.ua/data/file/price.zip";false;"Доставка Компьютеров по Киеву бесплатно, по Украине оговаривается индивидуально.";"Пн-Пт 
9.00 - 18.00
Суббота(уточнять)";"Продажа компьютеров, комплектующих, ноутбуков, мониторов, Веб дизайн, готовые интернет-магазины";"233-09-33, 8(063)233-09-33";"kvtrade@ukr.net";"Виталий, Влад";[2008/04/08:01:06:37 PM];true;0
75;1178;5;"Badminton&Squash";"Badminton&Squash";"115304";"8 926 232 5124";"";"";"http://www.badminton-squash.ru";true;2;"";"http://www.badminton-squash.ru/catalog/yml.php";false;"Доставка по Москве осуществляется курьерской службой, стоимость доставки - 150 рублей. Доставка в другие города и регионы России и за рубеж осуществляется почтой России, курьерскими почтовыми службами и иными способами, оговариваемыми с заказчиком. Стоимость рассчитывается в зависимости от пункта назначения.";"Режим работы телефонной службы магазина: 10.00-21.00. Заказы в on-line режиме - круглосуточно.";"Интернет-магазин Badminton&Squash e-Shop предлагает широчайший ассортимент спортивных товаров для бадминтона, сквоша и большого тенниса. В нашем каталоге Вы найдете ракетки, воланы, мячи, струны, чехлы, сумки и прочие аксессуары, спортивную обувь и специальное оборудование для бадминтона (корты, стойки и т.д.).";"";"BadmSquashShop@yandex.ru";"Новикова Юлия";[2008/04/08:10:12:36 PM];true;0
76;8;5;"Заброда";"Заброда";"309";"8-(044)228-05-97";"";"264507576";"http://www.alekol.com.ua";true;14;"";"http://www.alekol.com.ua/base.xml";false;"по договоренности";"c 10.00 до 19.00";"Alekol.com.ua | Надежный как никто другой: Ноутбуки, Кпк, Компьютер, Фотоаппарат , мобильный в Киеве";"8-(044)228-05-97";"sales@alekol.com.ua";"Алексей";[2008/04/09:04:44:32 PM];true;0
77;8;5;"Express-Shop";"Express-Shop";"3055";"(044) 229-94-06";"";"351700657";"http://www.express-shop.com.ua/";true;14;"";"http://www.express-shop.com.ua/prices/price_Yandex.xml";false;"Доставка по г. Киеву осуществляется силами собственной курьерской службы БЕСПЛАТНО, независимо от суммы заказа. Также возможна доставка по Украине.";"С понедельника по пятницу: с 09-00 до 19:00.
Суббота-воскресенье: с 09-00 до 16-00.";"Интернет-магазин бытовой техники и электроники.
В магазине представлен широкий ассортимент товаров ведущих мировых и отечественных торговых марок. Перечень товаров постоянно обновляется и расширяется.
Действует накопительная система скидок.";"229-94-06";"yulia@express-shop.com.ua";"Ткаченко Юлия";[2008/04/10:11:49:06 PM];true;0
78;966;5;"Серса";"Серса";"69005";"8(0612)345600";"";"";"http://www.pricelist.zp.ua";true;5;"";"http://www.pricelist.zp.ua/yandex.php";false;"Доставка по Украине перевозчиками (САТ, Автолюкс).";"Понедельник - Пятница
8:30 - 17:30";"Реалезуем компьютеры, комплектующие и все что с ними связано.";"";"in@pricelist.zp.ua";"Корзун С. А.";[2008/04/11:04:12:44 PM];true;0
79;8;5;"Winmart";"Winmart";"4214";"(044)22-999-68,22-999-58";"aerowz";"433445492";"http://winmart.com.ua";true;2;"";"http://www.winmart.com.ua/index.php?page=product.csv_upload&option=com_virtuemart&func=export_yml";false;"Доставка бесплатная по Киеву на сумму от 200 у.е.А по Украине мы отправляем товар Автолюксом,Ночным экспрессом,Новой почтой и любым способом удобным для вас.На сайте есть ссылки на пункты выдачи груза по всей Украине.";"На нашем сайте заказы делаются круглосуточно,а по телефону мы ответим с понедельника по пятницу с 10:00 до 19:00,и субботу до 13:00";"Мы не знаем куда идут слоны,а покупатели техники идут в Winmart.Ноутбуки,мониторы,КПК,оргтехника,ИБП,мобильные телефоны и многое другое";"(044)223-17-06";"2231706@i.ua";"Владимир";[2008/04/15:12:13:52 PM];true;0
80;8;5;"Ручки Parker , Waterman";"Ручки Parker , Waterman";"3022";"+380 44 496-2827";"";"";"http://www.office-trading.com.ua/";false;1;"";"";false;"Бесплатная доставка по Киеву при сумме заказа свыше 700 грн.";"С понедельника по пятницу с 9-00 до 18-00 без обеда. Выходные субота, воскресенье.";"Ручки Паркер , Ватерман ,Дюпон ,Монтеграппа. Бизнес подарки Dalvey . Настольные наборы и аксессуары. Большой спектр сувенирной продукции.Канцелярские товары. Нанесение фирменной символики.";"+380 44 496-2827";"office-trading@bk.ru";"Юрий";[2008/04/16:11:25:15 AM];true;0
81;8;5;"MirIT";"MirIT";"4107";"8(044) 599-16-69,457-49-95, 401-00-26";"";"495107788";"http://www.mirit.com.ua";true;1;"";"http://mirit.com.ua/price/";false;"Оговаривается с менеджером.";"с 9.00 до 18.00,кроме суб.и воск.";"Мониторы,ноутбуки и КПК,копировально-печатная техника,сетевое оборудование,комплектующие для ПК,компьютерная периферия,телефония,расходные материалы,программное обеспечение,услуги.
Широкий ассортимент товаров ведущих производителей компьютерной техники и приемлемые цены не оставят Вас без желания обратится к нам за покупкой. Бесплатное сервисное обслуживание в течении гарантийного периода обеспечивается.
Мы постараемся удовлетворить Ваши потребности оперативно и качественно!!!";"8(044) 599-16-69";"web@citokom.com.ua";"Наталья";[2008/04/18:12:56:35 PM];true;0
82;8;4;"Ситоком";"Ситоком";"4107";"тел.(044)457-49-95,457-68-85";"";"";"http://www.citokom.com.ua";true;1;"";"http://www.citokom.com.ua/?page_id=217";false;"Оговаривается с менеджером";"9.00-18.00,кроме суб.,воск.";"Оперативная компьютерная помощь,комплектующие и периферия,проектирование и монтаж локальных сетей и мини АТС,сборка компьютера под заказ,обслуживание,настройка ПК по договору.";"8(044) 599-16-69";"web@citokom.com.ua";"Владимир";[2008/04/18:01:41:36 PM];true;0
83;8;4;"Технософтсервис";"Технософтсервис";"4107";"тел.(044)501-69-45,501-69-44";"";"";"http://www.tss.kiev.ua";true;14;"";"http://tss.kiev.ua/?page_id=165";false;"Оговаривается с менеджером.";"9.00-18.00,кроме суб.и воск.";"Фирма занимается заправкой картриджей,ремонтом и продажей оргтехники.";"8(044)501-69-45";"service@tss.kiev.ua";"Юрий Алексеевич";[2008/04/18:01:51:14 PM];true;0
84;8;4;"ЮА Принт";"ЮА Принт";"4107";"(044) 432-03-69; 432-99-10";"";"";"http://www.uaprint.biz.ua";true;14;"";"http://uaprint.biz.ua/prices";false;"Оговаривается с менеджером.";"9.00-18.00,кроме суб.и воск.";"Продажа расходных материалов к оргтехники.Заправка, восстановление картриджей к лазерным и струйным принтерам и копировальным аппаратам.";"8(044) 432-03-69";"uaprint@mail.ru";"Андрей";[2008/04/18:02:11:48 PM];true;0
85;1178;5;"БАСВЕЙ";"БАСВЕЙ";"105043";"(495) 796-4627, 518-0260";"";"";"http://www.busway.ru";false;1;"";"";false;"по договоренности";"01.09.2020";"Заказ автобусов без посредников в Москве, доставка сотрудников и рабочих в офисы и на объекты строительства.
-  Автобусы от 10 до 57 мест. От 450 руб./час.
- Парк автобусов состоит из: 
1) эконом класс: ПАЗ, ГАЗель, Икарус 450-700 рублей
2) иномарки: Мерседес, Неоплан, Сетра 800рублей
3) иномарки VIP класс от 1000 рублей
- Возможно долгосрочное обслуживание. оплата нал\\безнал,  НДС включен, школьники,  трансферты в аэропорты и на вокзалы. 
- Вашим звонкам всегда рады наши специалисты 518-0260";"7964627";"info@busway.ru";"Вадим";[2008/04/23:09:16:10 AM];true;0
86;11;5;"АЛЛО";"АЛЛО";"49000";"(044) 459 70 77,(056) 790 12 34";"";"491287523";"http://www.allo.ua";true;7;"";"http://www.allo.ua/files/File/1yandex.xml";false;"Доставка осуществляется в рабочие дни с 1000 до 1900, в субботу с 1100 до 1600
Товары, заказанные в воскресенье, доставляются в понедельник;
При дополнительном согласовании возможна доставка в любой удобный для Вас день;";"Осуществить заказ в нашем магазине можно c понедельника по пятницу с 900 до 1900 и в субботу с 1000 до 1500.";"Интернет-магазин АЛЛО - лидер на рынке мобильной связи и высоких технологий.";"";"filatov@allo.ua";"Roman";[2008/04/23:05:43:25 PM];true;0
87;1178;5;"Аптон";"Аптон";"127550";"(495)9716575 (495)7679829";"";"";"http://www.bynokia.ru";true;7;"";"http://www.bynokia.ru/yandex2.xml";false;"По городу Москве платная 100 (сто) рублей, приоритетная срочная доставка 500 (пятьсот) рублей.";"С 10-00 до 19-30 общаемся голосом, и круглосуточно работает сайт с онлайн заказом";"Добротный интернет магазин средств связи, на рынке с 2005 года.";"+7(906)0337032";"mylene2000@mail.ru";"Иванов Антон";[2008/04/24:10:35:36 AM];true;0
88;8;4;"Onlady.com.ua";"Onlady.com.ua";"3055";"+38 044 360-66-90";"";"5321926";"http://www.onlady.com.ua";true;1;"";"http://onlady.com.ua/export/saleinform/";false;"Курьерская доставка по Киеву.
Доставка почтой или курьерской службой по Украине, России, Беларуси и другим странам СНГ.";"Пн. - Пт.: 10:00 - 20:00
Сб.: 11:00 - 16:00";"Широкий выбор женского белья, одежды, купальников и аксессуаров: эротическое белье, сексуальная одежда, откровенные бюстгальтеры и трусики, корсеты и комбидресы, игровые костюмы, пеньюары, пижамы, вечерние и клубные платья, купальники, мини-бикини и пляжная одежда.";"+38 044 360-66-90";"roman@onlady.com.ua";"Гураль Роман";[2008/04/24:02:33:20 PM];true;0
89;8;5;"Etopodarok.com.ua";"Etopodarok.com.ua";"11331";"(044) 228-00-54";"";"";"http://www.etopodarok.com.ua";true;1;"";"http://www.etopodarok.com.ua/yandex.php";false;"Для покупки товара вы оставляете заявку в нашем интернет магазине или перезвонив по телефону 228-00-54.   Доставка по Киеву стоит 20 грн.
          Доставка в пригород города Киева - 40 грн.
          Доставка по Киеву после 18-00, стоит - 30 грн.
          Доставка крупногабаритных товаров - 35 грн.";"с10-00 до 19-00";"Интернет магазин подарков и сувениров Etopodarok.com.ua - подарки женщинам, мужчинам и детям
Каждый раз, выбирая подарки и сувениры, многие из нас неизменно сталкиваются с одной и той же проблемой – купить недорогую оригинальную вещь приемлемого качества чрезвычайно сложно. Как правило, приходится жертвовать одним из пунктов, так как совместить все три не представляется возможным.";"2280054";"etopodarok@mail.ru";"Кондратенко.Р.А";[2008/04/25:02:10:08 PM];true;0
90;8;5;"Atlet.com.ua";"Atlet.com.ua";"4211";"8-044-229-13-33";"";"";"http://www.atlet.com.ua";true;14;"";"http://www.atlet.com.ua/_export/yandex.xml";false;"Интернет-магазин работает круглосуточно. Звонки принимаются в будние дни с 9:00 до 19:00. Мы принимаем заказы через интернет-магазин 24 часа в сутки без выходных. Обрабатываются и доставляются заказы в рабочие дни с 9:00 до 19:00.";"Покупки доставят в удобное для Вас время по адресу указанному в заказе.";"Интернет-магазин Atlet.com.ua является первым на Украине электронным супермаркетом спортивных тренажеров. Благодаря удачной схеме сотрудничества с поставщиками, мы можем предложить Вам максимальное количество товаров по оптимальной цене.";"80442291333";"info@atlet.com.ua";"евгений";[2008/05/06:01:57:49 PM];true;0
91;8;5;"E-trading";"E-trading";"3055";"380681980206";"e-trading";"228307282";"http://www.e-trading.com.ua";true;1;"";"http://www.e-trading.com.ua/TEMP/PriceToYandex.xml";false;"Стоимость доставки: 30 грн. Для клиентов, которые уже приобретали товар у нас, стоимость доставки составляет 10 грн. Для владельцов карточки E-trading доставка всех товаров бесплатна.";"9:00-19:00";"Интернет-магазин электроники. Более 10 тыс. наименований. Низкие цены. Хороший сервис.";"380681980206";"info@e-trading.com.ua";"Стрельчин Дмитрий Викторович";[2008/05/12:03:32:37 AM];true;0
92;8;5;"Технотоп";"Технотоп";"3055";"239 29 75";"";"";"http://www.technotop.com.ua";false;1;"";"http://www.technotop.com.ua/prices/MarketGid.xml";false;"Доставка по Киеву бесплатно, по Украине - транспортные службы";"с 9 до 19";"Самые низкие цены на всю бытовую технику";"239-29-75";"ad380@mail.ru";"Андрей";[2008/05/12:10:58:58 AM];true;0
93;8;5;"На рыбалку!";"На рыбалку!";"1103";"044 2278828";"";"299193607";"http://www.naribalku.com.ua";true;7;"";"http://www.naribalku.com.ua/market.php";false;"Бесплатная доставка по Киеву при сумме заказа от 100грн.";"Понедельник - пятница, с 10 до 18";"Интернет-магазин рыболовного и туристического снаряжения. В магазине представлены товары таких брендов как Salmo, Shimano, Norfin, Mora, River2Sea, Holiday, Outland, большой выбор, все для зимней и летней рыбалки.";"952703160";"kozlov@naftogaz.com";"Козлов Николай Владимирович";[2008/05/13:02:08:49 PM];true;0
94;8;5;"batareika.kiev.ua";"batareika.kiev.ua";"2218";"227-1776, 332-6323, 228-5458, 228-4144";"";"";"http://www.batareika.kiev.ua";true;14;"";"http://batareika.kiev.ua/htdocs/batareika.zip";false;"Доставка по Киеву и занос в Квартиру - бесплатно (если есть лифт, он работает и техника в него помещается); доставка по области - возможна - звоните; осуществляем так же доставку по Украине посредством курьерских служб: Автолюкс, ЕвроЭкспресс и т.д.";"С ПН по ПТ: с 9-00 до 20-00;
СУББ: с 9-00 до 14-00;
Восскресения, Новый Год, Рождество, 8 Марта - выходные)";"batareika.kiev.ua - интернет-магазин-склад бытовой техники, аудио- и видео- техники, швейных машин. Всегда в наличии более 6000 моделей техники для дома. Гарантия, подключение, сервис. Три года на рынке. Наши консультанаты профессионально проконсультируют и подберут наиболее подходящую для Вас модель по заданым условиям.";"228-4144, 8-050-311-6323";"dima.kiev@gmail.com";"Дмитрий";[2008/05/20:11:28:43 PM];true;0
95;1178;5;"ТД ";"ТД ";"123098";"(495)922-75-57";"";"";"http://www.moreon.ru/";true;3;"";"http://www.moreon.ru/yaru/createyam.php";false;"Доставка по Москве (в пределах МКАД)
(курьерская служба ТД \""МореоН\"") 

Мы бесплатно доставим Вашу покупку в любой район Москвы в тот же или на следующий день с момента подтверждения заказа. Если Вы хотите точно обозначить время доставки, Вам необходимо обсудить это с менеджером магазина при подтверждении заказа, мы постараемся доставить товар в удобное для Вас время.

Доставка осуществляется по всей России!";"Без выходных, с 10.00-21.00ч.";"Мобильные осушители воздуха, компрессорные автохолодильники, термоэлектрические автохолодильники, скороварки, кашеварки, соковыжималки, метеостанции, профессиональные метеостанции, мобильные кондиционеры, электрический гриль, очистители воздуха, ультразвуковые увлажнители воздуха.";"8(926)550-96-01";"info@moreon.ru";"Михаил";[2008/05/23:12:43:41 AM];true;0
96;1178;5;"ВИП МИР";"ВИП МИР";"119021";"+7(495)950-52-17";"vipmir.ru";"381430346";"http://www.vipmir.ru";true;1;"";"http://www.vipmir.ru/convertor.php";false;"Доставка по Москве осуществляется бесплатно при заказе от 100 у.е., курьерской службой компании. При заказе до 100 у.е. стоимость доставки составляет 5 у.е.";"С 10:00 до 18:00";"""VIPMIR""- это динамично развивающееся предприятие с солидным объёмом продаж. Качество, надежность, профессионализм - за время успешной работы эти три принципа позволили фирме войти в число лидеров сувенирного рынка в Российском Интернете.
Среди наших постоянных клиентов банки, органы государственной власти РФ, а также знаменитые артисты, спортсмены, политики и бизнесмены.";"";"igor@vipmir.ru";"Беляев Игорь";[2008/05/29:12:46:46 PM];true;0
97;1178;5;"Hellride.ru - online BMX магазин";"Hellride.ru - online BMX магазин";"121521";"+7 (926) 444-53-11";"";"355808807";"http://www.hellride.ru/";true;1;"";"http://www.hellride.ru/yandex/yandex-market-hellride-export-yml.php";false;"По всей России и ближнему зарубежью - транспортными или курьерскими компаниями.";"10-22 по московскому времени, 7 дней в неделю.";"Онлайн BMX магазин - большой выбор велосипедов и запчастей от Fit, Primo, Proper, Odyssey, KHE, Macneil, Sunday. Новости из мира BMX, фото, видео. Бесплатные наклейки и диски в подарок, скидки и акции";"8 926 4445311";"info@hellride.ru";"Евгений Старостин";[2008/05/29:12:52:01 PM];true;0
98;8;5;"Electrovoz.com.ua";"Electrovoz.com.ua";"3040";"520-23-15";"";"277321305";"http://www.electrovoz.com.ua";true;1;"";"http://www.electrovoz.com.ua/yml.xml";false;"По Украине.";"09:00-19:00";"На нашем сайте Вы имеете возможность найти и заказать наиболее подходящий по характеристикам товар. У нас предоставлен широкий выбор компьютерной, офисной, портативной, фото, аудио и видеотехники.";"80445202315";"allvin@mail.ru";"Александр";[2008/05/29:01:56:29 PM];true;0
99;8;6;"АЖУР";"АЖУР";"4053";"272-04-85, 272-15-31, 502-83-82";"";"";"http://www.azhur.com.ua";false;14;"";"";false;"Оплата осуществляется у нас в офисе";"Вы можете нам звонить с 10:00 до 19:00";"Вы можете заказать туры выходного дня";"";"admin@systools.org.ua";"Андрей";[2008/05/30:07:15:14 PM];true;0
100;1178;5;"Крософт";"Крософт";"125057";"(495) 649-67-57";"crosoft.ru";"374611056";"http://www.crosoft.ru";true;14;"";"http://www.crosoft.ru/market.php?currency=RUR";false;"250 р. в пределах МКАД, при заказе свыше 5000 р. - бесплатно.";"пн. - пт. 10.00 - 19.00";"Crosoft.ru - магазин лицензионного программного обеспечения.";"(495) 649-67-57";"td@crosoft.ru";"Дмитрий";[2008/06/02:04:48:02 PM];true;0
101;1069;4;"стиральные машины";"стиральные машины";"2096";"8(044)5660668";"";"";"http://www.parus.at.ua/";false;1;"";"http://www.parus.at.ua/";false;"По Киеву бесплатно, по Украине наложенным платежом.";"8-00 до 20-00";"•	С помощью устройства Вы сможете даже обеззараживать сырую воду, фрукты, овощи, рыбу, мясные и молочные продукты и т.д
•	Выделение ионов свободного серебра для 100%-й дезинфекции обрабатываемых тканей, без кипячения и высокой температуры при стирке.
•	Первая в мире трехступенчатая система стирки и дезинфекции, обеспечивающая максимальный эффект.
•	Омагничивание воды для снижения ее жесткости, улучшения качества стирки, снижения расхода моющих средств.
•	Максимальная экономия воды, электроэнергии и моющих с";"8(044)5660668";"selenit77@mail.ru";"Владимир";[2008/06/05:10:59:46 AM];true;0
102;8;5;"Интернет-магазин""MirIT""";"Интернет-магазин""MirIT""";"4107";"8(044) 599-16-69";"";"";"http://www.mirit.com.ua";true;1;"";"http://mirit.com.ua/price/";false;"есть,оговаривае6ться с менеджером";"9.00-18.00,кроме суб.и воск.";"Мониторы,ноутбуки и КПК,копировально-печатная техника,сетевое оборудование,комплектующие для ПК,компьютерная периферия,телефония,расходные материалы,программное обеспечение,услуги.
Широкий ассортимент товаров ведущих производителей компьютерной техники и приемлемые цены не оставят Вас без желания обратится к нам за покупкой. Бесплатное сервисное обслуживание в течении гарантийного периода обеспечивается.
Мы постараемся удовлетворить Ваши потребности оперативно и качественно!!!";"8(044) 599-16-69";"web@citokom.com.ua";"Наталья";[2008/06/05:01:01:15 PM];true;0
